00____90.98912602455867
01____68.8025341272145
02____57.9532228046774
03____119.19904026573334
04____76.4347751290241
05____99.156732834023
06____72.24185917915949
10____53.41159869547205
11____45.40943978240769
12____38.76736962686137
13____72.92130653034916
14____47.54515697068884
15____58.15725972667011
16____46.82769491147146
20____44.524006637923044
21____39.20098965277628
22____32.869503251955805
23____62.01135768223151
24____39.66303211351731
25____47.90800572974672
26____40.15276325616126
30____103.53113748161677
31____83.85118663842061
32____73.8648944367391
33____142.3652053413952
34____90.21221001220944
35____114.86833203226628
36____86.70360195360175
40____103.38099041533572
41____79.24521648564195
42____68.29362210604936
43____133.56752136752095
44____91.39337278106521
45____110.55914249684746
46____82.15562130177501
50____129.6561043314304
51____96.34448425658748
52____83.60732134330725
53____160.99271402550067
54____114.88045397225697
55____136.88443966675595
56____99.5709331651951
60____53.289644261489265
61____45.818776967713184
62____38.81034353995514
63____74.32692307692281
64____47.36272189349112
65____58.58575031525851
66____47.27551775147919
